raw_address,instruction_address,thumb,size_bytes,mangled_symbol,demangled_symbol,ownership,subsystem,confidence,evidence_ids,direct_call_count,direct_calls_json,numeric_constant_count,numeric_constants_json,string_xref_count,string_xrefs_json,review_state
"0x0014362d","0x0014362c","1","28","_ZN10BasicBladeD2Ev","BasicBlade::~BasicBlade()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","1","[{""siteAddress"":""0x0014363a"",""targetAddress"":""0x00143600"",""targetSymbol"":""Blade::~Blade()""}]","4","[""0"",""8"",""20"",""174""]","0","[]","auto-indexed"
"0x0014362d","0x0014362c","1","28","_ZN10BasicBladeD1Ev","BasicBlade::~BasicBlade()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","1","[{""siteAddress"":""0x0014363a"",""targetAddress"":""0x00143600"",""targetSymbol"":""Blade::~Blade()""}]","4","[""0"",""8"",""20"",""174""]","0","[]","auto-indexed"
"0x00143649","0x00143648","1","18","_ZN10BasicBladeD0Ev","BasicBlade::~BasicBlade()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","2","[{""siteAddress"":""0x0014364c"",""targetAddress"":""0x0014362c"",""targetSymbol"":""BasicBlade::~BasicBlade()""},{""siteAddress"":""0x00143652"",""targetAddress"":""0x003943fc"",""targetSymbol"":""operator delete(void*)""}]","1","[""0""]","0","[]","auto-indexed"
"0x0014365b","0x0014365a","1","18","_ZN5BladeD0Ev","Blade::~Blade()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","2","[{""siteAddress"":""0x0014365e"",""targetAddress"":""0x00143600"",""targetSymbol"":""Blade::~Blade()""},{""siteAddress"":""0x00143664"",""targetAddress"":""0x003943fc"",""targetSymbol"":""operator delete(void*)""}]","1","[""0""]","0","[]","auto-indexed"
"0x0014366d","0x0014366c","1","72","_ZN10BasicBladeC2EPKc","BasicBlade::BasicBlade(char const*)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","6","[{""siteAddress"":""0x00143672"",""targetAddress"":""0x00144dd4"",""targetSymbol"":""Blade::Blade()""},{""siteAddress"":""0x0014368a"",""targetAddress"":""0x001cead8"",""targetSymbol"":""cocos2d::CCShaderCache::sharedShaderCache()""},{""siteAddress"":""0x00143692"",""targetAddress"":""0x001ceb1c"",""targetSymbol"":""cocos2d::CCShaderCache::programForKey(char const*)""},{""siteAddress"":""0x0014369a"",""targetAddress"":""0x001a46b0"",""targetSymbol"":""cocos2d::CCNode::setShaderProgram(cocos2d::CCGLProgram*)""},{""siteAddress"":""0x001436a4"",""targetAddress"":""0x00143600"",""targetSymbol"":""Blade::~Blade()""},{""siteAddress"":""0x001436a8"",""targetAddress"":""0x003949a8"",""targetSymbol"":""__cxa_end_cleanup""}]","7","[""0"",""8"",""24"",""32"",""52"",""102"",""252""]","1","[{""siteAddress"":""0x00143690"",""loadSiteAddress"":""0x0014368e"",""literalAddress"":""0x001436b0"",""targetAddress"":""0x003d0b81"",""text"":""ShaderPositionTextureColor""}]","auto-indexed"
"0x0014366d","0x0014366c","1","72","_ZN10BasicBladeC1EPKc","BasicBlade::BasicBlade(char const*)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","6","[{""siteAddress"":""0x00143672"",""targetAddress"":""0x00144dd4"",""targetSymbol"":""Blade::Blade()""},{""siteAddress"":""0x0014368a"",""targetAddress"":""0x001cead8"",""targetSymbol"":""cocos2d::CCShaderCache::sharedShaderCache()""},{""siteAddress"":""0x00143692"",""targetAddress"":""0x001ceb1c"",""targetSymbol"":""cocos2d::CCShaderCache::programForKey(char const*)""},{""siteAddress"":""0x0014369a"",""targetAddress"":""0x001a46b0"",""targetSymbol"":""cocos2d::CCNode::setShaderProgram(cocos2d::CCGLProgram*)""},{""siteAddress"":""0x001436a4"",""targetAddress"":""0x00143600"",""targetSymbol"":""Blade::~Blade()""},{""siteAddress"":""0x001436a8"",""targetAddress"":""0x003949a8"",""targetSymbol"":""__cxa_end_cleanup""}]","7","[""0"",""8"",""24"",""32"",""52"",""102"",""252""]","1","[{""siteAddress"":""0x00143690"",""loadSiteAddress"":""0x0014368e"",""literalAddress"":""0x001436b0"",""targetAddress"":""0x003d0b81"",""text"":""ShaderPositionTextureColor""}]","auto-indexed"
"0x001436b5","0x001436b4","1","132","_ZN10BasicBlade11updateColorEv","BasicBlade::updateColor()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","1","[{""siteAddress"":""0x001436d2"",""targetAddress"":""0x00140648"",""targetSymbol"":""memcpy@plt""}]","22","[""0"",""1"",""3"",""4"",""8"",""9"",""10"",""11"",""12"",""16"",""20"",""24"",""28"",""29"",""30"",""31"",""81"",""96"",""116"",""128"",""252"",""255""]","0","[]","auto-indexed"
"0x00143739","0x00143738","1","48","_ZN10BasicBlade20getDefaultBladeWidthEv","BasicBlade::getDefaultBladeWidth()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","5","[{""siteAddress"":""0x0014373a"",""targetAddress"":""0x001aa3ec"",""targetSymbol"":""cocos2d::CCDirector::sharedDirector()""},{""siteAddress"":""0x00143742"",""targetAddress"":""0x001aab70"",""targetSymbol"":""cocos2d::CCDirector::getWinSize()""},{""siteAddress"":""0x0014374a"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x00143750"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x00143756"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""}]","5","[""0"",""12"",""16"",""20"",""35""]","0","[]","auto-indexed"
"0x00143769","0x00143768","1","20","_ZN10BasicBlade6SetNewEv","BasicBlade::SetNew()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","2","[{""siteAddress"":""0x0014376c"",""targetAddress"":""0x00144b9c"",""targetSymbol"":""Blade::SetNew()""},{""siteAddress"":""0x00143772"",""targetAddress"":""0x00143738"",""targetSymbol"":""BasicBlade::getDefaultBladeWidth()""}]","3","[""0"",""20"",""252""]","0","[]","auto-indexed"
"0x0014377d","0x0014377c","1","162","_ZN10BasicBlade26textureCoordFromAlphaPointEN7cocos2d7CCPointE","BasicBlade::textureCoordFromAlphaPoint(cocos2d::CCPoint)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","11","[{""siteAddress"":""0x0014379e"",""targetAddress"":""0x00140648"",""targetSymbol"":""memcpy@plt""},{""siteAddress"":""0x001437a8"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x001437b2"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x001437d4"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x001437da"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x001437e4"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x001437ec"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""},{""siteAddress"":""0x001437f8"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x001437fe"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x00143808"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x00143810"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""}]","19","[""0"",""1"",""4"",""8"",""12"",""16"",""22"",""24"",""56"",""60"",""80"",""81"",""84"",""96"",""116"",""158"",""252"",""254"",""255""]","0","[]","auto-indexed"
"0x0014381f","0x0014381e","1","70","_ZN10BasicBlade26InitializeWithMaximumPointEi","BasicBlade::InitializeWithMaximumPoint(int)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","5","[{""siteAddress"":""0x00143824"",""targetAddress"":""0x00144b74"",""targetSymbol"":""Blade::InitializeWithMaximumPoint(int)""},{""siteAddress"":""0x0014382a"",""targetAddress"":""0x00143738"",""targetSymbol"":""BasicBlade::getDefaultBladeWidth()""},{""siteAddress"":""0x0014383c"",""targetAddress"":""0x00140654"",""targetSymbol"":""malloc@plt""},{""siteAddress"":""0x0014384c"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143856"",""targetAddress"":""0x0014377c"",""targetSymbol"":""BasicBlade::textureCoordFromAlphaPoint(cocos2d::CCPoint)""}]","11","[""0"",""1"",""4"",""5"",""8"",""12"",""16"",""20"",""22"",""28"",""252""]","0","[]","auto-indexed"
"0x00143865","0x00143864","1","136","_ZN10BasicBlade20vertexFromAlphaPointEN7cocos2d7CCPointE","BasicBlade::vertexFromAlphaPoint(cocos2d::CCPoint)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","11","[{""siteAddress"":""0x00143882"",""targetAddress"":""0x00140648"",""targetSymbol"":""memcpy@plt""},{""siteAddress"":""0x0014388c"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143896"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x001438a2"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x001438a8"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x001438b2"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x001438ba"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""},{""siteAddress"":""0x001438c8"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x001438ce"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x001438d8"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x001438e0"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""}]","17","[""0"",""4"",""8"",""12"",""16"",""22"",""24"",""40"",""44"",""64"",""68"",""81"",""96"",""116"",""252"",""254"",""255""]","0","[]","auto-indexed"
"0x001438ed","0x001438ec","1","130","_ZN10BasicBlade13RotateByAngleEN7cocos2d7CCPointES1_f","BasicBlade::RotateByAngle(cocos2d::CCPoint, cocos2d::CCPoint, float)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","14","[{""siteAddress"":""0x001438f6"",""targetAddress"":""0x001a60aa"",""targetSymbol"":""cocos2d::CCPoint::operator-(cocos2d::CCPoint const&) const""},{""siteAddress"":""0x001438fc"",""targetAddress"":""0x003a1970"",""targetSymbol"":""__aeabi_f2d""},{""siteAddress"":""0x00143904"",""targetAddress"":""0x00140660"",""targetSymbol"":""cos@plt""},{""siteAddress"":""0x00143908"",""targetAddress"":""0x003a20a8"",""targetSymbol"":""__aeabi_d2f""},{""siteAddress"":""0x00143912"",""targetAddress"":""0x0014066c"",""targetSymbol"":""sin@plt""},{""siteAddress"":""0x00143916"",""targetAddress"":""0x003a20a8"",""targetSymbol"":""__aeabi_d2f""},{""siteAddress"":""0x00143922"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x0014392e"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x00143936"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x0014393e"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""},{""siteAddress"":""0x00143948"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x00143952"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x0014395a"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""},{""siteAddress"":""0x00143962"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""}]","5","[""0"",""4"",""8"",""12"",""20""]","0","[]","auto-indexed"
"0x00143971","0x00143970","1","172","_ZN10BasicBlade6fAngleEN7cocos2d7CCPointE","BasicBlade::fAngle(cocos2d::CCPoint)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","13","[{""siteAddress"":""0x0014397a"",""targetAddress"":""0x003a2728"",""targetSymbol"":""__aeabi_fcmpeq""},{""siteAddress"":""0x00143986"",""targetAddress"":""0x003a2728"",""targetSymbol"":""__aeabi_fcmpeq""},{""siteAddress"":""0x00143998"",""targetAddress"":""0x003a2778"",""targetSymbol"":""__aeabi_fcmpgt""},{""siteAddress"":""0x001439aa"",""targetAddress"":""0x003a2728"",""targetSymbol"":""__aeabi_fcmpeq""},{""siteAddress"":""0x001439b6"",""targetAddress"":""0x003a273c"",""targetSymbol"":""__aeabi_fcmplt""},{""siteAddress"":""0x001439c2"",""targetAddress"":""0x003a2530"",""targetSymbol"":""__aeabi_fdiv""},{""siteAddress"":""0x001439c6"",""targetAddress"":""0x003a1970"",""targetSymbol"":""__aeabi_f2d""},{""siteAddress"":""0x001439ca"",""targetAddress"":""0x00140678"",""targetSymbol"":""atan@plt""},{""siteAddress"":""0x001439ce"",""targetAddress"":""0x003a20a8"",""targetSymbol"":""__aeabi_d2f""},{""siteAddress"":""0x001439d8"",""targetAddress"":""0x003a273c"",""targetSymbol"":""__aeabi_fcmplt""},{""siteAddress"":""0x001439e2"",""targetAddress"":""0x003a1970"",""targetSymbol"":""__aeabi_f2d""},{""siteAddress"":""0x001439ea"",""targetAddress"":""0x003a1678"",""targetSymbol"":""__adddf3""},{""siteAddress"":""0x001439ee"",""targetAddress"":""0x003a20a8"",""targetSymbol"":""__aeabi_d2f""}]","9","[""0"",""4"",""24"",""28"",""31"",""36"",""108"",""201"",""251""]","0","[]","auto-indexed"
"0x00143a21","0x00143a20","1","158","_ZN10BasicBlade2f1EN7cocos2d7CCPointES1_fRS1_S2_","BasicBlade::f1(cocos2d::CCPoint, cocos2d::CCPoint, float, cocos2d::CCPoint&, cocos2d::CCPoint&)","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","16","[{""siteAddress"":""0x00143a2e"",""targetAddress"":""0x001a60aa"",""targetSymbol"":""cocos2d::CCPoint::operator-(cocos2d::CCPoint const&) const""},{""siteAddress"":""0x00143a34"",""targetAddress"":""0x001d4d08"",""targetSymbol"":""cocos2d::ccpLength(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143a3e"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143a44"",""targetAddress"":""0x00143970"",""targetSymbol"":""BasicBlade::fAngle(cocos2d::CCPoint)""},{""siteAddress"":""0x00143a4e"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""},{""siteAddress"":""0x00143a58"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""},{""siteAddress"":""0x00143a62"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143a6a"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143a76"",""targetAddress"":""0x001438ec"",""targetSymbol"":""BasicBlade::RotateByAngle(cocos2d::CCPoint, cocos2d::CCPoint, float)""},{""siteAddress"":""0x00143a7e"",""targetAddress"":""0x001a621c"",""targetSymbol"":""cocos2d::CCPoint::operator=(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143a86"",""targetAddress"":""0x003a2154"",""targetSymbol"":""__addsf3""},{""siteAddress"":""0x00143a90"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x00143a9a"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143aa2"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143aae"",""targetAddress"":""0x001438ec"",""targetSymbol"":""BasicBlade::RotateByAngle(cocos2d::CCPoint, cocos2d::CCPoint, float)""},{""siteAddress"":""0x00143ab6"",""targetAddress"":""0x001a621c"",""targetSymbol"":""cocos2d::CCPoint::operator=(cocos2d::CCPoint const&)""}]","12","[""0"",""4"",""8"",""16"",""24"",""32"",""40"",""48"",""56"",""64"",""76"",""96""]","0","[]","auto-indexed"
"0x00143ae1","0x00143ae0","1","648","_ZN10BasicBlade19OnPathMemberChangedEv","BasicBlade::OnPathMemberChanged()","app","physics","0.99","DER-NATIVE-001;DER-NATIVE-CORPUS-001","38","[{""siteAddress"":""0x00143b04"",""targetAddress"":""0x00143ac0"",""targetSymbol"":""std::vector<cocos2d::CCPoint, std::allocator<cocos2d::CCPoint> >::at(unsigned int)""},{""siteAddress"":""0x00143b0c"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143b24"",""targetAddress"":""0x00143ac0"",""targetSymbol"":""std::vector<cocos2d::CCPoint, std::allocator<cocos2d::CCPoint> >::at(unsigned int)""},{""siteAddress"":""0x00143b2c"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143b34"",""targetAddress"":""0x00143ac0"",""targetSymbol"":""std::vector<cocos2d::CCPoint, std::allocator<cocos2d::CCPoint> >::at(unsigned int)""},{""siteAddress"":""0x00143b3c"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143b50"",""targetAddress"":""0x003a22e4"",""targetSymbol"":""__aeabi_ui2f""},{""siteAddress"":""0x00143b58"",""targetAddress"":""0x003a2530"",""targetSymbol"":""__aeabi_fdiv""},{""siteAddress"":""0x00143b6a"",""targetAddress"":""0x001a6060"",""targetSymbol"":""cocos2d::CCPoint::CCPoint()""},{""siteAddress"":""0x00143b70"",""targetAddress"":""0x001a6060"",""targetSymbol"":""cocos2d::CCPoint::CCPoint()""},{""siteAddress"":""0x00143b7a"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143b84"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143b8e"",""targetAddress"":""0x003a22ec"",""targetSymbol"":""__aeabi_i2f""},{""siteAddress"":""0x00143b94"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x00143b9e"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x00143ba6"",""targetAddress"":""0x003a2398"",""targetSymbol"":""__aeabi_fmul""},{""siteAddress"":""0x00143bae"",""targetAddress"":""0x003a2150"",""targetSymbol"":""__aeabi_fsub""},{""siteAddress"":""0x00143bbe"",""targetAddress"":""0x00143a20"",""targetSymbol"":""BasicBlade::f1(cocos2d::CCPoint, cocos2d::CCPoint, float, cocos2d::CCPoint&, cocos2d::CCPoint&)""},{""siteAddress"":""0x00143bce"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143bfa"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143c12"",""targetAddress"":""0x003a22ec"",""targetSymbol"":""__aeabi_i2f""},{""siteAddress"":""0x00143c26"",""targetAddress"":""0x003a22e4"",""targetSymbol"":""__aeabi_ui2f""},{""siteAddress"":""0x00143c2e"",""targetAddress"":""0x003a2530"",""targetSymbol"":""__aeabi_fdiv""},{""siteAddress"":""0x00143c42"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143c4c"",""targetAddress"":""0x0014377c"",""targetSymbol"":""BasicBlade::textureCoordFromAlphaPoint(cocos2d::CCPoint)""},{""siteAddress"":""0x00143c64"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143c6e"",""targetAddress"":""0x0014377c"",""targetSymbol"":""BasicBlade::textureCoordFromAlphaPoint(cocos2d::CCPoint)""},{""siteAddress"":""0x00143c7e"",""targetAddress"":""0x001a621c"",""targetSymbol"":""cocos2d::CCPoint::operator=(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143c88"",""targetAddress"":""0x00143ac0"",""targetSymbol"":""std::vector<cocos2d::CCPoint, std::allocator<cocos2d::CCPoint> >::at(unsigned int)""},{""siteAddress"":""0x00143c90"",""targetAddress"":""0x001a621c"",""targetSymbol"":""cocos2d::CCPoint::operator=(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143cc4"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143cce"",""targetAddress"":""0x0014377c"",""targetSymbol"":""BasicBlade::textureCoordFromAlphaPoint(cocos2d::CCPoint)""},{""siteAddress"":""0x00143ce4"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143cee"",""targetAddress"":""0x0014377c"",""targetSymbol"":""BasicBlade::textureCoordFromAlphaPoint(cocos2d::CCPoint)""},{""siteAddress"":""0x00143d14"",""targetAddress"":""0x001a606e"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(cocos2d::CCPoint const&)""},{""siteAddress"":""0x00143d48"",""targetAddress"":""0x001a6068"",""targetSymbol"":""cocos2d::CCPoint::CCPoint(float, float)""},{""siteAddress"":""0x00143d52"",""targetAddress"":""0x0014377c"",""targetSymbol"":""BasicBlade::textureCoordFromAlphaPoint(cocos2d::CCPoint)""},{""siteAddress"":""0x00143d60"",""targetAddress"":""0x001436b4"",""targetSymbol"":""BasicBlade::updateColor()""}]","42","[""0"",""1"",""2"",""3"",""4"",""12"",""16"",""20"",""22"",""23"",""24"",""28"",""32"",""36"",""40"",""48"",""52"",""56"",""60"",""64"",""72"",""76"",""80"",""84"",""88"",""96"",""104"",""108"",""112"",""116"",""120"",""128"",""136"",""144"",""152"",""156"",""160"",""172"",""250"",""252"",""254"",""255""]","0","[]","auto-indexed"
